Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Mercedes-Benz CLA Class (AMG Line),Benz,14/09/2024,"€30,455.00",2021,10896,Saloon,Automatic,Petrol,Black Mercedes-Benz Cla Class1.3 CLA200 AMG Line Coupe 7G-DCT Euro 6 (s/s) 4dr,Dublin
Mercedes-Benz M Class (Sport),Benz,15/09/2024,"€13,904.00",2012,"92,193",SUV,Automatic,Diesel,Grey Mercedes-Benz M Class2.1 ML250 BlueTEC Sport SUV 5dr Diesel G-Tronic 4WD Euro 6 (s/s) (204 ps)3 previous owners,Dublin
Mercedes-Benz A Class (A200d),Benz,16/09/2024,"€15,364.00",2016,25202,Hatchback,Manual,Diesel,Mercedes-Benz A-Class2.1 A 200 D AMG LINE 5d 134 BHP DYNAMIC SELECT & DIAMOND CUT ALLOYS2 previous owners,Kildare
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-16,"€31,991.00",2019,"22,680",SUV,Automatic,Diesel,Grey Mercedes-Benz GLC220d 4Matic AMG Line Premium 5dr 9G-Tronic 2.11 previous owner,Dublin
Mercedes-Benz C Class (C220d),Benz,17/09/2024,"€18,180.00",2015,"34,750",Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d AMG Line (Premium Plus) 7G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Meath
Mercedes-Benz C Class (C220d),Benz,17/09/2024,"€ 18,948",2016,"71,552",Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d AMG Line (Premium) G-Tronic+ (s/s) 2dr1 previous owner,Wicklow
Mercedes-Benz A Class (Sport),Benz,2024-09-18,"€13,461.00",2014,"45,004",Hatchback,Automatic,Diesel,Silver Mercedes-Benz A Class1.8 A200 CDI Sport 7G-DCT Euro 5 (s/s) 5dr2 previous owners,Cork
Mercedes-Benz E Class (E63 V8 BiTurbo),Benz,2024-09-18,"€54,128.00",2017,"41,063",Saloon,Automatic,Petrol,Navy Mercedes-Benz E Class4.0 E63 V8 BiTurbo AMG S (Premium) SpdS MCT 4MATIC+ Euro 6 (s/s) 4dr,Meath
Mercedes-Benz C Class (C350e),Benz,19/09/2024,"€15,234.00",2016,"95,844 miles",Estate,Automatic,Petrol Plug-In Hybrid,Blue Mercedes-Benz C Class2.0 C350e 6.4kWh Sport G-Tronic+ Euro 6 (s/s) 5dr3 previous owners,Limerick
Mercedes-Benz CLA Class (CLA220d),Benz,19/09/2024,"€17,170.00",2016,"46,861",Estate,Automatic,Diesel,"Grey Mercedes-Benz CLA2.1 CLA 220 D AMG LINE 5d AUTO 174 BHP - PAN ROOF, SAT NAV, PRIVACY",Wexford
Mercedes-Benz A Class (A180d),Benz,2024-09-20,"€13,478.00",2016,"60,927",Hatchback,Automatic,Diesel,Silver Mercedes-Benz A Class1.5 A180d Sport (Executive) 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Clare
Mercedes-Benz C Class (Sport),Benz,20/09/2024,"€10,734.00",2015,100463,Saloon,Auto,Diesel,Navy Mercedes-Benz C Class1.6 C200d Sport Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (136 ps)1 previous owner,Kildare
Mercedes-Benz C Class (Executive SE),Benz,20/09/2024,"€8,930.00",2013,"60,392",Saloon,Manual,Diesel,Mercedes-Benz C Class2.1 C220 CDI Executive SE Euro 5 (s/s) 4dr2 previous owners,Roscommon
Mercedes-Benz A Class (A200),Benz,21/09/2024,"€ 23,067",2019,"42,517",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class1.3 A200 AMG Line (Premium) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (163 ps)1 previous owner,Dublin
Mercedes-Benz C Class (C220),Benz,2024-09-22,"€7,464.00",2015,"118,351",Estate,Manual,Diesel,Black Mercedes-Benz C Class2.1 C220 BlueTEC SE Euro 6 (s/s) 5dr,Limerick
Mercedes-Benz E Class (E220d),Benz,2024-09-22,"€ 23,412",2017,"67,157 miles",Coupe,Automatic,Diesel,Navy Mercedes-Benz E Class2.0 E220d AMG Line Coupe 2dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)1 previous owner,Clare
Mercedes-Benz E Class (BlueTEC),Benz,22/09/2024,"€15,850.00",2015,"121,098",Estate,Automatic,Diesel Hybrid,Black Mercedes-Benz E Class2.1 E300dh BlueTEC AMG Night Edition Estate 5dr Diesel Hybrid G-Tronic+ Euro 5 (s/s) (231 ps)3 previous owners,Wexford
Mercedes-Benz A Class (BlueEfficiency),Benz,23/09/2024,"€12,096.00",2012,"69,440",Hatchback,Automatic,Diesel,Red Mercedes-Benz A Class1.8 A200 CDI BlueEfficiency AMG Sport Hatchback 5dr Diesel 7G-DCT Euro 5 (s/s) (136 ps)4 previous owners,Dublin
Mercedes-Benz E Class (BlueTEC),Benz,23/09/2024,"€18,123.00",2016,"38,416",Estate,Automatic,Diesel,Black Mercedes-Benz E Class2.1 E220 BlueTEC AMG Night Edition (Premium) G-Tronic+ Euro 6 (s/s) 5dr2 previous owners,Donegal
Mercedes-Benz GLA Class (GLA220d),Benz,24/09/2024,"€23,323.00",2018,"34,589",SUV,Automatic,Diesel,"Silver Mercedes-Benz Gla-Class2.1 GLA 220 D 4MATIC AMG LINE PREMIUM 5d 174 BHP PARKING SENSORS, 19"" ALLOYS, CAMERA",Dublin
Mercedes-Benz C Class (Sport),Benz,2024-09-28,"€9,227.00",2011,"72,814",Saloon,Automatic,Petrol,Silver Mercedes-Benz C Class1.8 C180 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr,Galway
Mercedes-Benz E Class (E220),Benz,28/09/2024,"€14,218.00",2015,"84,009",Estate,Automatic,Diesel,Mercedes-Benz E-Class2.1 E220 BLUETEC AMG LINE 5d 174 BHP NATIONWIDE DELIVERY AVAILABLE,Wexford
Mercedes-Benz E Class (Avantgarde),Benz,28/09/2024,"€5,959.00",2010,"92,237",Saloon,Automatic,Diesel,Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Avantgarde G-Tronic Euro 5 4dr4 previous owners,Kerry
Mercedes-Benz C Class (C63 V8 BiTurbo),Benz,29/09/2024,"€72,775.00",2020,"8,376",Coupe,Automatic,Petrol,Red Mercedes-Benz C-Class CoupeC 63 AMG S Premium Plus 4.0 2dr1 previous owner,Meath
Mercedes-Benz GLE Class (GLE350d V6),Benz,29/09/2024,"€25,711.00",2018,"100,788",SUV,Automatic,Diesel,Silver Mercedes-Benz Gle-Class3.0 GLE 350 D 4MATIC AMG LINE PREMIUM 5d 255 BHP Top Spec excellent provenance ...,Wicklow
Mercedes-Benz E Class (E220 CDI),Benz,2024-09-29,"€12,276.00",2013,"73,150",Convertible,Automatic,Diesel,Red Mercedes-Benz E ClassE220 2.2 CDI BLUEEFFICIENCY SE Great Spec Low Tax FSH 2dr3 previous owners,Dublin
Mercedes-Benz CLA Class (CLA200),Benz,29/09/2024,"€37,210.00",2022,"8,168",Estate,Automatic,Petrol,Red Mercedes-Benz Cla ClassCLA 200 Shooting Brake 1.3 5dr,Dublin
Mercedes-Benz C Class (C220d),Benz,2024-09-29,"€ 17,619",2018,"65,986",Saloon,Automatic,Diesel,Black Mercedes-Benz C ClassC220d Sport 4dr 9G-Tronic 2.11 previous owner,Donegal
Mercedes-Benz C Class (C180),Benz,30/09/2024,"€22,183.00",2019,"21,469 miles",Estate,Manual,Petrol,"Black Mercedes-Benz C ClassC180 SE 5dr [Cruise control, DYNAMIC SELECT, DAB Digital radio, Bluetooth] 1.6",Cork
Mercedes-Benz A Class (Sport),Benz,30/09/2024,"€18,087.00",2017,"16,370",Hatchback,Automatic,Petrol,Red Mercedes-Benz A Class1.6 A180 Sport (Premium) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (122 ps)1 previous owner,Kilkenny
Mercedes-Benz C Class (Sport),Benz,2024-09-30,"€4,238.00",2010,"124,983",Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency Sport Auto Euro 5 4dr4 previous owners,Waterford
Mercedes-Benz GLC Class (AMG Line),Benz,30/09/2024,"€36,587.00",2019,"32,076",SUV,Automatic,Diesel,Blue Mercedes-Benz Glc Diesel EstateGLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.01 previous owner,Limerick
Mercedes-Benz GLC Class (AMG Line),Benz,2024-09-30,"€39,758.00",2019,"39,651",Coupe,Automatic,Diesel,Red Mercedes-Benz Glc Diesel CoupeGLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.01 previous owner,Wicklow
Mercedes-Benz E Class (Avantgarde),Benz,30/09/2024,"€ 3,842",2009,"135,299",Saloon,Auto,Diesel,"Blue Mercedes-Benz E Class2.1 E220 CDI Avantgarde Saloon 4dr Diesel Automatic (177 g/km, 170 bhp)4 previous owners",Kildare
Mercedes-Benz C Class (EQ Boost),Benz,2024-09-30,"€21,845.00",2019,"71,315",Coupe,Automatic,Petrol,Blue Mercedes-Benz C Class1.5 C200 EQ Boost AMG Line Coupe 2dr Petrol G-Tronic+ Euro 6 (s/s) (198 ps)1 previous owner,Wicklow
Mercedes-Benz CLA Class (CLA45),Benz,01/10/2024,"€26,606.00",2016,"61,303",Saloon,Automatic,Petrol,Navy Mercedes-Benz Cla Class2.0 CLA45 AMG Coupe SpdS DCT 4MATIC Euro 6 (s/s) 4dr4 previous owners,Galway
Mercedes-Benz E Class (Sport),Benz,02/10/2024,"€8,825.00",2013,"106,279",Coupe,Automatic,Diesel,Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 2dr,Tipperary
Mercedes-Benz A Class (AMG Line Edition),Benz,03/10/2024,"€38,884.00",2021,"13,799 miles",Saloon,Automatic,Petrol Plug-In Hybrid,Mercedes-Benz A ClassA250e AMG Line Premium Edition 4dr Auto 1.3,Dublin
Mercedes-Benz A Class (A180),Benz,04/10/2024,"€32,140.00",2022,"8,476",Hatchback,Automatic,Petrol,Silver Mercedes-Benz A ClassA 180 Sport Executive Edition Hatchback 1.3 5dr,Dublin
Mercedes-Benz E Class (E400d),Benz,05/10/2024,"€36,479.00",2020,"52,271 miles",Saloon,Automatic,Diesel,Navy Mercedes-Benz E ClassE400d 4Matic AMG Line Night Ed Prem+ 4dr 9G-Tronic 2.9,Monaghan
Mercedes-Benz C Class (C43 V6),Benz,05/10/2024,"€36,138.00",2019,"19,034",Saloon,Automatic,Petrol,Black Mercedes-Benz C Class3.0 C43 V6 AMG (Premium) G-Tronic+ 4MATIC Euro 6 (s/s) 4dr3 previous owners,Limerick
Mercedes-Benz C Class (C63 V8),Benz,06/10/2024,"€18,785.00",2010,75182,Saloon,Automatic,Petrol,Red Mercedes-Benz C Class6.3 C63 V8 AMG G-Tronic Euro 5 4dr3 previous owners,Waterford
Mercedes-Benz GLA Class (SE),Benz,06/10/2024,"€20,165.00",2018,"33,012",SUV,Automatic,Diesel,Black Mercedes-Benz Gla Class2.1 GLA200d SE (Executive) 7G-DCT Euro 6 (s/s) 5dr,Clare
Mercedes-Benz Glb Class (AMG Line),Benz,2024-10-07,"€33,124.00",2021,"12,331",SUV,Automatic,Petrol,Black Mercedes-Benz Glb Class1.3 GLB200 AMG Line G-Tronic Euro 6 (s/s) 5dr (7 Seat),Laois
Mercedes-Benz E Class (E500 V8),Benz,09/10/2024,"€20,875.00",2010,"24,846",Convertible,Automatic,Petrol,Black Mercedes-Benz E Class5.5 E500 V8 Sport Cabriolet G-Tronic Euro 5 2dr,Dublin
Mercedes-Benz C Class (AMG Sport),Benz,2024-10-12,"€11,071.00",2012,"52,201",Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency AMG Sport Coupe 2dr Diesel G-Tronic+ Euro 5 (s/s) (170 ps)2 previous owners,Clare
Mercedes-Benz M Class (ML350 V6),Benz,12/10/2024,"€18,277.00",2013,"67,278",SUV,Automatic,Diesel,Blue Mercedes-Benz M Class3.0 ML350 V6 BlueTEC AMG Sport G-Tronic 4WD Euro 6 (s/s) 5dr3 previous owners,Dublin
Mercedes-Benz E Class (E350 CDI V6),Benz,13/10/2024,"€ 11,583",2012,"95,146",Estate,Auto,Diesel,Red Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 5dr3 previous owners,Kilkenny
Mercedes-Benz E Class (AMG Night Edition),Benz,14/10/2024,"€13,343.00",2015,"44,429",Saloon,Automatic,Diesel,Grey Mercedes-Benz E Class2.1 E250 CDI AMG Night Edition Saloon 4dr Diesel G-Tronic+ Euro 5 (s/s) (204 ps)3 previous owners,Kildare
Mercedes-Benz E Class (SE),Benz,2024-10-14,"€25,293.00",2019,"28,287 miles",Saloon,Automatic,Petrol,Blue Mercedes-Benz E Class2.0 E 200 SE 4d 181 BHP1 previous owner,Dublin
Mercedes-Benz A Class (A180d),Benz,14/10/2024,"€15,390.00",2017,"37,410",Hatchback,Automatic,Diesel,Silver Mercedes-Benz A-Class1.5 A 180 D SPORT EXECUTIVE 5d 107 BHP,Meath
Mercedes-Benz GLA Class (SE),Benz,14/10/2024,"€13,514.00",2017,"101,815",SUV,Manual,Diesel,Navy Mercedes-Benz Gla-Class2.1 GLA 200 D SE EXECUTIVE 5d 134 BHP | 14-DAYS MONEY BACK GUARANTEE*1 previous owner,Dublin
Mercedes-Benz C Class (MHEV EQ Boost),Benz,14/10/2024,"€25,742.00",2018,"21,820",Saloon,Automatic,Petrol,Black Mercedes-Benz C ClassC200 AMG Line Premium 4dr 9G-Tronic 1.5,Roscommon
Mercedes-Benz C Class (C220),Benz,15/10/2024,"€ 16,226",2014,"64,452",Saloon,Automatic,Diesel,Navy Mercedes-Benz C Class2.1 C220 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 4dr1 previous owner,Dublin
Mercedes-Benz A Class (A180),Benz,16/10/2024,"€13,558.00",2015,"27,460",Hatchback,Manual,Petrol,Black Mercedes-Benz A Class1.6 A180 SE Hatchback 5dr Petrol Manual Euro 6 (s/s) (122 ps)2 previous owners,Cork
Mercedes-Benz SLK (AMG Sport),Benz,16/10/2024,"€12,272.00",2013,"47,938",Convertible,Automatic,Diesel,Red Mercedes-Benz SLKSLK 250 CDI BlueEFFICIENCY AMG Sport 2dr Tip Auto 2.14 previous owners,Galway
Mercedes-Benz E Class (AMG S),Benz,17/10/2024,"€56,820.00",2017,"36,257",Saloon,Automatic,Petrol,Black Mercedes-Benz E ClassE63 AMG V8 BiTurbo AMG S (Premium) Saloon 4dr Petrol SpdS MCT 4MATIC+ 4.03 previous owners,Dublin
Mercedes-Benz C Class (C220d),Benz,17/10/2024,"€24,338.00",2019,22513,Estate,Automatic,Diesel,Blue Mercedes-Benz C Class2L Sport C220d 5dr,Meath
Mercedes-Benz Amg Gt (V8 BiTurbo),Benz,18/10/2024,"€70,460.00",2015,"41,098",Coupe,Automatic,Petrol,Navy Mercedes-Benz Amg GtGT S Edition 1 2dr Auto 4.0,Louth
Mercedes-Benz E Class (BlueEfficiency),Benz,18/10/2024,"€6,474.00",2009,"108,321",Coupe,Automatic,Diesel,Red Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Sport G-Tronic Euro 5 2dr3 previous owners,Dublin
Mercedes-Benz A Class (AMG Line),Benz,18/10/2024,"€21,037.00",2016,"36,459",Hatchback,Automatic,Petrol,Red Mercedes-Benz A-ClassA 180 BlueEFFICIENCY Sedan 1.6 5dr,Meath
Mercedes-Benz C Class (AMG Sport),Benz,18/10/2024,"€ 10,107",2012,"74,211",Saloon,Automatic,Petrol,Navy Mercedes-Benz C Class1.6 C180 BlueEfficiency AMG Sport G-Tronic+ Euro 5 (s/s) 4dr1 previous owner,Dublin
Mercedes-Benz GLC Class (GLC250d),Benz,2024-10-18,"€ 26,081",2016,"50,549 miles",SUV,Automatic,Diesel,Mercedes-Benz GLC250d 4Matic AMG Line Prem Plus 5dr 9G-Tronic 2.1,Offaly
Mercedes-Benz SL Class (SL63 V8),Benz,19/10/2024,"€46,922.00",2013,"15,811",Convertible,Automatic,Petrol,Blue Mercedes-Benz SL Class5.5 SL63 V8 AMG SpdS MCT Euro 5 (s/s) 2dr1 previous owner,Cork
Mercedes-Benz SLC (SLC250d),Benz,19/10/2024,"€19,866.00",2016,"37,673",Convertible,Automatic,Diesel,Grey Mercedes-Benz SLCSLC 250d Sport 2dr 9G-Tronic 2.1,Limerick
Mercedes-Benz A Class (A180d),Benz,19/10/2024,"€15,883.00",2016,"59,251",Hatchback,Manual,Diesel,Mercedes-Benz A-Class1.5 A 180 D AMG LINE PREMIUM PLUS 5d 107 BHP - NIGHT PACK,Kildare
Mercedes-Benz GLA Class (AMG Line),Benz,2024-10-19,"€19,195.00",2016,"52,068 miles",SUV,Automatic,Diesel,Red Mercedes-Benz Gla-Class2.1 GLA 220 D 4MATIC AMG LINE PREMIUM PLUS 5d 174 BHP,Galway
Mercedes-Benz E Class (E220 CDI),Benz,19/10/2024,"€7,761.00",2011,"98,568",Convertible,Automatic,Diesel,Mercedes-Benz E Class2.1 E220 CDI BlueEfficiency SE Cabriolet Tiptronic Euro 5 2dr4 previous owners,Dublin
Mercedes-Benz GLA Class (Urban Edition),Benz,20/10/2024,"€20,741.00",2019,"27,186",SUV,Manual,Petrol,Mercedes-Benz Gla Class1.6L Urban Edition GLA180 5dr,Laois
Mercedes-Benz E Class (E220 CDI),Benz,20/10/2024,"€8,412.00",2011,"75,789 miles",Coupe,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 CDI BlueEfficiency SE Edition 125 G-Tronic+ Euro 5 (s/s) 2dr3 previous owners,Galway
Mercedes-Benz C Class (C220d),Benz,21/10/2024,"€20,255.00",2017,22805,Saloon,Automatic,Diesel,Grey Mercedes-Benz C-Class2.1d C220d AMG Line 4-Dr Saloon,Monaghan
Mercedes-Benz A Class (A250),Benz,21/10/2024,"€28,814.00",2020,"12,718 miles",Hatchback,Automatic,Petrol,Black Mercedes-Benz A ClassA250 Amg Line Executive 5Dr Auto 2.01 previous owner,Cavan
Mercedes-Benz A Class (A180),Benz,22/10/2024,"€10,912.00",2013,"55,368",Hatchback,Manual,Petrol,Black Mercedes-Benz A-Class1.6 A180 BLUEEFFICIENCY SE 5d 122 BHP,Wexford
Mercedes-Benz A Class (Sport),Benz,23/10/2024,"€14,433.00",2016,"35,153",Hatchback,Manual,Diesel,Mercedes-Benz A ClassA180d Sport Executive 5dr 1.5,Tipperary
Mercedes-Benz A Class (A180d),Benz,23/10/2024,"€19,362.00",2017,"31,004",Hatchback,Automatic,Diesel,Blue Mercedes-Benz A-Class1.5 A 180 D WHITEART PREMIUM PLUS 5d 107 BHP FSH + AMAZING PREM+ SPEC,Dublin
Mercedes-Benz CLA Class (AMG Line),Benz,23/10/2024,"€34,429.00",2021,"23,192",Estate,Auto,Petrol,Blue Mercedes-Benz CLACLA 180 AMG Line Premium Plus 5dr Tip Auto 1.3,Mayo
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-10-26,"€9,178.00",2012,"78,067",Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr3 previous owners,Donegal
Mercedes-Benz GLC Class (AMG Line),Benz,27/10/2024,"€31,250.00",2018,"57,207",Coupe,Automatic,Diesel,Silver Mercedes-Benz Glc ClassGLC250d AMG Line Coupe 2.1 Automatic Diesel 5dr4 previous owners,Dublin
Mercedes-Benz GLC Class (GLC250d),Benz,28/10/2024,"€37,188.00",2019,"24,073",SUV,Automatic,Diesel,Mercedes-Benz Glc Estate Special EditionGLC 250d 4Matic AMG Night Ed Prem + 5dr 9G-Tronic 2.12 previous owners,Meath
Mercedes-Benz M Class (ML350 V6),Benz,29/10/2024,"€15,352.00",2014,"71,471",SUV,Automatic,Diesel,Black Mercedes-Benz M Class3.0 ML350 V6 BlueTEC AMG Sport 7G-Tronic Plus 4WD 5dr2 previous owners,Kerry
Mercedes-Benz E Class (E350 CDI V6),Benz,29/10/2024,"€8,450.00",2013,"85,875",Coupe,Automatic,Diesel,Red Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Sport Coupe 2dr Diesel G-Tronic Euro 5 (265 ps)2 previous owners,Kerry
Mercedes-Benz CLC Class (Sport),Benz,29/10/2024,"€3,547.00",2009,"104,606",Hatchback,Automatic,Petrol,Blue Mercedes-Benz Clc Class1.8 CLC180K Sport Coupe 3dr Petrol Auto Euro 4 (143 ps)4 previous owners,Dublin
Mercedes-Benz C Class (BlueEfficiency),Benz,30/10/2024,"€9,157.00",2012,"81,675",Estate,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency AMG Sport Plus G-Tronic+ Euro 5 (s/s) 5dr2 previous owners,Galway
Mercedes-Benz GLA Class (GLA220 CDI),Benz,31/10/2024,"€16,299.00",2015,"61,939",SUV,Automatic,Diesel,Blue Mercedes-Benz Gla Class2.1 GLA220 CDI Sport 7G-DCT 4MATIC Euro 6 (s/s) 5dr3 previous owners,Dublin
Mercedes-Benz E Class (AMG Sport),Benz,31/10/2024,"€9,759.00",2014,"112,165",Saloon,Automatic,Diesel,Red Mercedes-Benz E Class2.1 E220 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 4dr4 previous owners,Wicklow
Mercedes-Benz M Class (Sport),Benz,01/11/2024,"€3,364.00",2008,171479,SUV,Automatic,Diesel,Mercedes-Benz M Class3.0 ML320 CDI Sport 7G-Tronic 5dr,Dublin
Mercedes-Benz A Class (AMG Line),Benz,2024-11-01,"€14,382.00",2016,"57,182",Hatchback,Manual,Petrol,Mercedes-Benz A-Class1.6 A 180 AMG LINE EXECUTIVE 5d 121 BHP [SAT NAV. HEATED SEATS. PARK CAM]2 previous owners,Tipperary
Mercedes-Benz A Class (A45),Benz,2024-11-02,"€24,474.00",2017,"44,121",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class2.0 A45 AMG SpdS DCT 4MATIC Euro 6 (s/s) 5dr,Galway
Mercedes-Benz C Class (AMG Line Edition),Benz,02/11/2024,"€33,908.00",2021,"10,337",Coupe,Automatic,Petrol,Blue Mercedes-Benz C ClassC200 Amg Line Edition 2Dr 9G-Tronic 1.51 previous owner,Dublin
Mercedes-Benz C Class (AMG Line),Benz,2024-11-03,"€19,429.00",2016,"90,351 miles",Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d AMG Line (Premium Plus) G-Tronic+ Euro 6 (s/s) 2dr2 previous owners,Dublin
Mercedes-Benz E Class (SE),Benz,03/11/2024,"€10,187.00",2016,"118,388",Estate,Auto,Diesel,Black Mercedes-Benz E Class2.1 E220 BlueTEC SE Estate 5dr Diesel G-Tronic+ Euro 6 (s/s) (177 ps)3 previous owners,Limerick
Mercedes-Benz A Class (Sport Edition),Benz,03/11/2024,"€14,066.00",2018,"77,063",Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class1.6 A160 Sport Edition 7G-DCT Euro 6 (s/s) 5dr1 previous owner,Clare
Mercedes-Benz E Class (E220d),Benz,03/11/2024,"€20,423.00",2017,"67,126",Saloon,Automatic,Diesel,Navy Mercedes-Benz E Class2.0 E220d AMG Line Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)2 previous owners,Dublin
Mercedes-Benz G Class (G63 V8 BiTurbo),Benz,03/11/2024,"€ 160,142",2019,"30,925",SUV,Automatic,Petrol,Blue Mercedes-Benz G ClassMercedes-AMG G 63 4.0 5dr,Cork
Mercedes-Benz C Class (AMG Sport Plus),Benz,03/11/2024,"€9,101.00",2013,"95,044",Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C220 CDI AMG Sport Plus 7G-Tronic Plus 4dr,Cavan
Mercedes-Benz GLA Class (SE),Benz,06/11/2024,"€ 19,884",2018,"32,454",SUV,Manual,Diesel,Silver Mercedes-Benz Gla ClassMercedes-Benz GLA 200d 2.1 SE Executive 5dr 2WD Nav Park Pilot1 previous owner,Louth
Mercedes-Benz GLA Class (AMG Line Edition),Benz,06/11/2024,"€25,824.00",2020,"11,722",SUV,Automatic,Petrol,Red Mercedes-Benz Gla Class1.6 GLA180 AMG Line Edition 7G-DCT Euro 6 (s/s) 5dr1 previous owner,Wicklow
Mercedes-Benz GLC Class (GLC250d),Benz,06/11/2024,"€ 22,624",2015,"72,556",S.U.V.,Automatic,Diesel,Black Mercedes-Benz Glc Class2.1 GLC250d AMG Line (Premium) SUV 5dr Diesel G-Tronic 4MATIC Euro 6 (s/s) (204 ps)2 previous owners,Galway
Mercedes-Benz A Class (A220d),Benz,07/11/2024,"€14,730.00",2016,"82,550",Hatchback,Automatic,Diesel,Black Mercedes-Benz A-Class2.1 A 220 D AMG LINE EXECUTIVE 5d 174 BHP | 14-DAYS MONEY BACK GUARANTEE*,Louth
Mercedes-Benz CLK (CLK200),Benz,07/11/2024,"€7,863.00",2009,"59,294",Convertible,Automatic,Petrol,"Grey Mercedes-Benz CLKCLK 1.8 CLK200 Kompressor Sport Cabriolet 2dr Petrol Automatic (214 g/km, 184 bhp)4 previous owners",Donegal
Mercedes-Benz GLC Class (GLC220d),Benz,07/11/2024,"€ 37,211",2019,29275,S.U.V.,Automatic,Diesel,Blue Mercedes-Benz Gle Diesel EstateGLE 300d 4Matic AMG Line Prem + 5dr 9G-Tron [7 St] 2.02 previous owners,Dublin
Mercedes-Benz GLE Class (GLE300d),Benz,2024-11-08,"€49,590.00",2019,"26,948",SUV,Automatic,Diesel,Blue Mercedes-Benz GLE300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.0,Dublin
Mercedes-Benz Amg Gt (S),Benz,08/11/2024,"€86,174.00",2019,"12,583",Coupe,Automatic,Petrol,Black Mercedes-Benz Amg GtGT S Premium 2dr Auto 4.03 previous owners,Dublin
Mercedes-Benz GLA Class (GLA250),Benz,2024-11-08,"€27,259.00",2017,"23,260",SUV,Automatic,Petrol,Black Mercedes-Benz Gla ClassGLA 250 4Matic AMG Line Premium Plus 5dr Auto 2.02 previous owners,Kerry
Mercedes-Benz CLA Class (CLA200),Benz,2024-11-09,"€24,240.00",2019,"14,271",Saloon,Manual,Petrol,Blue Mercedes-Benz Cla Class1.6 CLA200 AMG Line Night Edition Coupe Euro 6 (s/s) 4dr1 previous owner,Dublin
Mercedes-Benz A Class (A200d),Benz,09/11/2024,"€14,359.00",2017,"65,008",Hatchback,Manual,Diesel,Mercedes-Benz A ClassA200D AMG LINE 5DR 2.11 previous owner,Waterford
Mercedes-Benz M Class (Sport),Benz,2024-11-10,"€8,892.00",2011,"59,489",SUV,Automatic,Diesel,Mercedes-Benz M Class3.0 ML350 CDI V6 BlueEfficiency Sport G-Tronic 4WD Euro 5 5dr,Limerick
Mercedes-Benz E Class (E220 CDI),Benz,11/11/2024,"€2,410.00",2012,"195,191",Estate,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 CDI BlueEfficiency Avantgarde G-Tronic+ Euro 5 (s/s) 5dr1 previous owner,Cork
Mercedes-Benz GLA Class (AMG Line),Benz,11/11/2024,"€ 27,473",2018,"26,041",SUV,Automatic,Diesel,Red Mercedes-Benz Gla ClassGLA 220d 4Matic AMG Line Prem Plus 5dr Auto 2.12 previous owners,Dublin
Mercedes-Benz GLC Class (GLC250d),Benz,2024-11-12,"€33,053.00",2018,"38,089",Coupe,Automatic,Diesel,Mercedes-Benz Glc CoupeGLC 250d 4Matic AMG Line Prem Plus 5dr 9G-Tronic Diesel Estate 2.1,Limerick
